section,batch,size,callnr,title,author
Ohana,0,Medium,33,"Mama, Do You Love Me?",Barbara M. Joosse
Ohana,0,Medium,34,Animal Dads,Sneed B. Collard III
Ohana,0,Medium,35,"Swim Polar Bear, Swim!",Joan Stimson
Ohana,0,Medium,36,Arthur's Christmas,Marc Brown
Ohana,0,Medium,37,Arthur's Teacher Trouble,Marc Brown
Ohana,0,Medium,38,Tasmanian Tiger,-
Ohana,0,Large,4,"See, I'm Holding Daddy's Hand","Edilberto B. Sulat, Jr."
Ohana,0,Medium,4,Ang Pambhirang Buhok ni Lola,Rene Villanueva
Ohana,0,Small,4,Upside-Down Ears,Neil Connelly
Ohana,0,Large,5,Quintin and His Woman,Joaquin Carlos U. de Jesus
Ohana,0,Small,5,Seargeant Murphy's Busy Day,Richard Scarry
Ohana,0,Large,6,Lost At Sea,Raechelle Castellon
Ohana,0,Medium,6,Ang Papag ni Tatang,"Segundo D. Matias, Jr."
Ohana,0,Small,6,"My Brother, The Brat",Kirsten Hall
Ohana,0,Large,7,Why Unlce Martin Can't Fix My Bike,Czarina Vijulet Jusi
Ohana,0,Medium,7,"Amor (Or, the Bat Who Thought She Was An Owl",Mary Ann Manalng Tobias
Ohana,0,Small,7,The Whistle Tooth,Allan Trussell-Cullen
Ohana,0,Large,8,The First Day,Cherrie Anne Remoroza
Ohana,0,Medium,8,Kung Dalawa Kami,Lamberto Antonio
Ohana,0,Medium,8,Sandosenang Sapatos,"Luis P. Gatmaitan, M.D."
Ohana,0,Small,8,George Shrinks,William Joyce
Ohana,0,Large,9,My Grandma Lived in Googligulch ,Graeme Base
Ohana,0,Medium,9,Ang Mga Kahon ni Kalon,Michael M. Coroza
Ohana,0,Small,9,Night-night Baby Mouseling ,Cara
Ohana,0,Medium,10,Mister World and his Magical Box,Alelie Dew Ayroso
Ohana,0,Small,10,Little Duck and the New Baby,Stephanie Calmenson
Ohana,0,Medium,11,The Berenstain Bears on the Moon,Stan and Jan Berenstain
Ohana,0,Small,11,A Day with my Dad,Iris Hiskey Arno
Ohana,0,Medium,12,Play With Me!,Penerbitan Pelangi Sdn. Bhd. 
Ohana,0,Small,12,Bersnstain Baby Bears My Trusty Car Seat,The Berenstains
Ohana,0,Medium,13,The Coconut Shell,"Lucia M. Reyes, Lilira R. Cortez"
Ohana,0,Small,13,What About Me?,Frank Endersby
Ohana,0,Medium,14,Kid's Country Stories,Preston Ponder
Ohana,0,Small,14,Show Me!,Tom Tracy
Ohana,0,Medium,15,Once I was Very Small,Elizabeth Ferber
Ohana,0,Small,15,Peekaboo Baby,Margaret Miller
Ohana,0,Medium,16,You and ME,Rachel Fuller
Ohana,0,Small,16,Ang Pamilya Ismid,"Ramoncito Serrano, Rene Villanueva"
Ohana,0,Medium,17,My Father the Shape Shifter,Maria Cecilia Sevilla
Ohana,0,Small,17,Leo the Late Bloomer,Robert Kraus
Ohana,0,Medium,18,The Berenstain Bears' New Baby,Stan and Jan Berenstain
Ohana,0,Medium,19,"The Berenstain Bears' Mad, Mad, Mad Toy Craze",Stan and Jan Berenstain
Ohana,0,Medium,1,Hansel and Gretel Pop Up Picture Story,Brown Watson England
Ohana,0,Small,1,Five Minutes' Peace,Jill Murphy
Ohana,0,Medium,20,Love You Forever,Robert Munsch
Ohana,0,Medium,21,I was So Mad,Mercer Mayer
Ohana,0,Medium,22,The Berenstain Bears Count Their Blessings,Stan and Jan Berenstain
Ohana,0,Medium,23,Just Me and My Dad,Mercer Mayer
Ohana,0,Medium,24,Merry Christmas Mom and Dad,Mercer Mayer
Ohana,0,Medium,25,The Berenstain Bears in the Dark,Stan and Jan Berenstain
Ohana,0,Medium,26,When Flowers Bloom,Grace D. Chong
Ohana,0,Medium,27,"Nasaan Si Nanay, Nasaan si Tatay?",Bimbo Papasin
Ohana,0,Medium,28,One Hundred Shining Candles,Janet Lunn
Ohana,0,Medium,29,Deck the Halls,Claudine Gervy
Ohana,0,Large,2,Just Another Ordinary Day,Rod Clement
Ohana,0,Medium,2,"Papa's House, Mama's House",Jean Lee Patindol
Ohana,0,Small,2,Kids in the Kitchen,Jill Eagleton
Ohana,0,Medium,30,Teddy Bear Tales,Geoffrey Alan
Ohana,0,Medium,31,The Little Chair,Rumer Godden
Ohana,0,Medium,32,Let's Go to the Store,Larry Burkett
Ohana,0,Medium,33,"Mama, Do You Love Me>",Barbara M Joose
Ohana,0,Medium,34,Animal Dads,Sneed B. Collard III
Ohana,0,Medium,35,"Swim Polar Bear, Swim!",Joan Stimson
Ohana,0,Medium,36,Arthur's Christmas,Marc Brown
Ohana,0,Medium,37,Arthur's Teacher Trouble,Marc Brown
Ohana,0,Medium,38,Tamanian Tiger,Magic Storybook
Ohana,0,Large,3,Judith and the King of the Sea,Andrea de la Cruz
Ohana,0,Medium,3,Look for the Star,Grace D. Chong
Ohana,0,Small,3,The Christmas Blizzard,Fay Sampson
Ohana,0,Small,3,The Christmas Blizzard,Fay Sampson
Ohana,0,Large,4,"See, I'm Holding Daddy's Hand",Edilberto B. Sulat Jr.
Ohana,0,Medium,4,Ang Pambihirang Buhok ni Lola,Rene Villanueva
Ohana,0,Small,4,Upside Down Ears,Neil Connelly
Ohana,0,Large,5,Quintin and his Violin,Joaquin Carlos U. de Jesus
Ohana,0,Medium,5,Sandosenang Sapatos,Luis P. Gatmaitan
Ohana,0,Small,5,Seargent Murphy's Busy Day,Richard Scarry
Ohana,0,Large,6,Lost at Sea,Raechelle Castellon
Ohana,0,Medium,6,Ang Papag ni Tatang,Segundo Matias Jr. 
Ohana,0,Small,6,"My Brother, The Brat",Kirsten Hall
Ohana,0,Large,7,Why Uncle Martin Cant Fix My Bike,Czarina Vijulet Jusi
Ohana,0,Medium,7,Amor,Mary Ann Manalang Tobias
Ohana,0,Small,7,The White Tooth,Alan Trussell-Cullen
Ohana,0,Large,8,The First Day,Cherrie Anne Remoroza
Ohana,0,Medium,8,Kung Dalawa Kami,Lamberto Antonio
Ohana,0,Small,8,George Shrinks,William Joyce
Ohana,0,Large,9,My Granddma live in Gooligulch,Graeme Base
Ohana,0,Large,9,My Granddma live in Gooligulch,Graeme Base
Ohana,0,Medium,9,Ang Mga Kahon ni Kalon,Michael Coroza
Ohana,0,Small,9,Night-Night Baby Mouseling,Joshua Morris
Reading & Language,0,Large,10,Children's Illustrated Dictionary,John McIlwain
Reading & Language,0,Large,11,Improve you Grammar ,Rachel Bladon
Reading & Language,0,Large,12,Literacy Reading Skills,"Sarah Harris, Frances Asti"
Reading & Language,0,Large,13,Learn Phonic Spelling,"Jillian Harker, Geraldine Taylor"
Reading & Language,0,Large,14,Learning Workbook English,Louis Fidge
Reading & Language,0,Large,15,My First Dictionary,Grandreams Limited
Reading & Language,0,Large,16,My First Book of Words and Pictures,Brown Watson England
Reading & Language,0,Medium,1,Catch Them Early,Natividad Santos
Reading & Language,0,Large,2,The Preschool Practice Workbook of ABC,Dr. Richard Wylie
Reading & Language,0,Medium,2,Phonics that Work!,Janiel Wagstaff
Reading & Language,0,Small,2,At Camp,Shelly Peters
Reading & Language,0,Large,3,Dread and Learn with Classic Stories,Mcgraw-Hill Children's Publishing
Reading & Language,0,Large,4,Short Vowels,School Zone Publishing Company
Reading & Language,0,Medium,4,My First 1000 Words,Brown Watson England
Reading & Language,0,Medium,4,My First 1000 Words,Brown Watson England
Reading & Language,0,Large,5,Quick Activities to Build a Very Voluminouos Vocabulary,LeAnn Nickelsen
Reading & Language,0,Large,6,Portable File-Folder Word Walls,Mary Beth Spann
Reading & Language,0,Medium,6,Mike and his Kite,May S. M. Mah
Reading & Language,0,Large,7,Great Grammar Lessons That Work,Lee Karnowski
Reading & Language,0,Medium,7,My First Word Games,Dorling Kindersley
Reading & Language,0,Large,8,The Tall Book of Words,Playmore Inc
Reading & Language,0,Large,9,My First 100 Words,Tahanan Books for Young Leaders
Reading & Language,1,Medium,1,Bugtong Para sa mga Bata,Mark Irvin Lin
Reading & Language,1,Medium,2,The Night Before Christmas,Clement C. Moore
Reading & Language,1,Medium,3,Sixth Grade  Sleepover,Eve Bunting
Reading & Language,1,Medium,4,Fun Time,Honey Bear Books
Reading & Language,1,Medium,5,The Tale of Peter Rabbit,Beatrix Potter
Reading & Language,1,Medium,6,Babes in Toyland,"Victor Herbert, Glen MacDonough"
Science & Trivia,0,Medium,8,This Place is Cold,Vicki Cobb
Science & Trivia,0,Medium,1,Light,Steve Parker
Science & Trivia,0,Small,1,Jewels of the Sea,Heather Hammonds
Science & Trivia,0,Large,10,500 Questions and Answers ,Peter Eldin
Science & Trivia,0,Large,11,The Crazy World of ?What if...,Steve Parker
Science & Trivia,0,Large,12,Magnetic Generators,Margaret Fagan
Science & Trivia,0,Large,13,My First Book of Questions and Answers,Colin Clark
Science & Trivia,0,Large,14,Jurassic Part Intstitute,Robert Walters
Science & Trivia,0,Large,15,Ultimate Panoramic Atlas,Dorling Kindersley
Science & Trivia,0,Large,16,The Magic School Bus,Richard Chevat
Science & Trivia,0,Medium,2,Discovery Encyclopedia vol. 6,Ferguson Publishing Company
Science & Trivia,0,Small,2,Robots,Gloria Skurzynski
Science & Trivia,0,Large,3,All About People,Lesley Newson
Science & Trivia,0,Medium,3,The World of Speed,Theodore Rowland-Entwistle
Science & Trivia,0,Small,3,"Ice Mummy: The Discovery of a 5,000- Year Old Man",Mark Dubowski & Cathy East Dubowski
Science & Trivia,0,Large,4,A First Atlas,"Sue Hook, Angela Royston"
Science & Trivia,0,Medium,4,The Challenge of Space,John Paton
Science & Trivia,0,Small,4,The Seashore,Su Swallow
Science & Trivia,0,Large,5,How Things Work,Claire Lewellyn
Science & Trivia,0,Medium,5,Deserts & Dry Lands,Steve & Jane Parker
Science & Trivia,0,Small,5,Astronomy,Ed Catherall
Science & Trivia,0,Large,6,Solar System,Marc C. Nobleman
Science & Trivia,0,Medium,6,Hurricanes Have Eyes But Can't See,Melvin & Gilda Berger
Science & Trivia,0,Large,7,Minibeasts,George C. McGavin
Science & Trivia,0,Medium,7,Typhoon!,Maria Elena Paterno
Science & Trivia,0,Large,8,Nature's Fury,Andrew Gutelle
Science & Trivia,0,Large,9,Growing Up Now,"Kack Wingfield, Angela Wingfield"
Science & Trivia,0,Medium,9,Rainforest,Elinor Greenwood
Travel,0,Large,1,Mall Mania,Stuart Murphy
Travel,0,Medium,1,Lift the Flap: Things That Go,WS Pacific Publications
Travel,0,Small,1,Whoever You Are,Leslie Staub
Travel,0,Large,2,Can You Choo Choo?,David Wojtowycz
Travel,0,Medium,2,Ang Barumbadong Bus,Rene Villanueva
Travel,0,Small,2,Three Toots For Freddie,Gary Palmer
Travel,0,Large,3,All Aboard! A True Train Story,Scholastic Inc
Travel,0,Medium,3,101 Things You Gotta Do Before You're 12,Joanne O'Sullivan
Travel,0,Medium,3,101 Things You Gotta Do Before You're 12,Joanne O'Sullivan
Travel,0,Small,3,The Little Train,Lois Lenski
Travel,0,Large,4,How Things Work Planes Gliders Helicopters and Other Flying Machines,Terry Jennings
Travel,0,Medium,4,Big Fire Engine,Kay Barnes
Travel,0,Small,4,The Happy Little Engine,Judy Nayer
Travel,0,Large,5,Speed Machines and Other Record-Breaking Vehicles,Dame Ellen MacArthur
Travel,0,Medium,5,Big Racing Car,Kay Barnes
Travel,0,Small,5,Roller Skates!,Stephanie Calmenson
Travel,0,Large,6,3D-Thrillers! Pirates,Paul Harrison
Travel,0,Medium,6,Big Tractor,Kay Barnes
Travel,0,Small,6,Look At Lisa Go ,C. Louise March
Travel,0,Large,7,Down by the Station,Will Hillenbrand
Travel,0,Medium,7,Dial-A-Plane,Michael Teitelbaum
Travel,0,Small,7,Travelling Through Time,Caroline Laidlaw
Travel,0,Large,8,Cars,Q2A Design Studio
Travel,0,Small,8,Welcome to China,Caryn Jenner
Travel,0,Large,9,Mega Structures: Ships,Robert Frederick Ltd.
Values and Morals,0,Large,1,Values in Action! Wings: Let's Make this World a Better Place to Live in,Wings
Values and Morals,0,Small,1,The Days The Clocks Stopped,William Geldard
Values and Morals,0,Large,10,Are You Going to Be Good?,Cari Best
Values and Morals,0,Medium,10,In My Neighborhood,Ann Bogart
Values and Morals,0,Small,10,Bedtime,Little Princess Board Books
Values and Morals,0,Large,11,"You Read to Me, I'll Read to You",Mary Ann Hoberman
Values and Morals,0,Medium,11,The Tidy Fairy,Sally Hewitt
Values and Morals,0,Small,11,The North Wind and the Sun; A Lion and a Mosquito; An Eagle and a Crow,Aesop's Fables
Values and Morals,0,Large,12,Naughty Little Monkeys,Jim Aylesworth
Values and Morals,0,Medium,12,Me and my Puppy,Terri Diffenderfer
Values and Morals,0,Small,12,Ants and Grasshoppers Three Oxen and a Lion,Aesop's Fables
Values and Morals,0,Large,13,Learning for Life,Aesop's Fables
Values and Morals,0,Medium,13,Dave and the Giant Pickle,Phil Vischer
Values and Morals,0,Small,13,David Smells!,David Shannon
Values and Morals,0,Medium,14,May Giyera ssa Katawan ni Mark,Luis Gatmaitan
Values and Morals,0,Small,14,Thank You!,"Betsey Chessen, Pamela Chanko"
Values and Morals,0,Medium,15,The Fourth Little Pig,Teresa Celsi
Values and Morals,0,Small,15,Hugs for Kids,Mary Hollingsworth
Values and Morals,0,Medium,16,I Want My Potty,Tony Ross
Values and Morals,0,Medium,17,Dinosaur Starts Schoo,Pamela Duncan Edwards
Values and Morals,0,Small,17,Froggy Goes to Bed,Jonathan London
Values and Morals,0,Medium,18,The Tooth Book,Theo LeSieg
Values and Morals,0,Small,18,Just a Mess,Mercer Mayer
Values and Morals,0,Medium,2,The Animals of Farmer Jones,Little Golden Book
Values and Morals,0,Medium,23,Si Tembong Mandarambong,Susan Dela Rosa Aragon
Values and Morals,0,Medium,24,Where do Mountains and Hills Come From,Liwliwa Malabed
Values and Morals,0,Medium,25,"Take it Away, Greta!",Shape Number Books
Values and Morals,0,Medium,26,LA-On and the 7 Headed Dragon,Gabby Lee at Marcy Dans Lee
Values and Morals,0,Medium,27,"Good Night, Mr. Night",Dan Yaccarino
Values and Morals,0,Medium,28,Hello! Good-Bye!,Aliki
Values and Morals,0,Medium,29,Faye the Always Angel,Hedi Emily Eusebio-Abad
Values and Morals,0,Large,3,"The Dog, The Rooster, and The Fox",Boots S. A. Pastor
Values and Morals,0,Medium,3,Perfect Presents,Tormont Publications
Values and Morals,0,Small,3,Good Night Sleepyhead,The Clever Factory Inc
Values and Morals,0,Medium,30,Diola: Ang Bayani ng Philippine Eagle,Mary Ann Ordinario-Floresta
Values and Morals,0,Medium,31,Ang Plautin ni Periking,Christine S. Bellen
Values and Morals,0,Medium,32,Isang Mayang Uhaw,Victoria Anonuevo
Values and Morals,0,Medium,33,Chenelyn! Chenelyn!,Rhandee Garlitos
Values and Morals,0,Medium,34,The Berenstain Bears and Too Much TV,Stan & jan Berenstain
Values and Morals,0,Medium,36,Celia Studious and Conrad Cat,Regina S. Fernandez
Values and Morals,0,Medium,37,Who Wants an Old Teddy Bear?,Ginnie Hofmann
Values and Morals,0,Medium,38,Right and Wrong and Being Strong,Lisa Engelhardt
Values and Morals,0,Medium,39,Just a Mess,Mercer Mayer
Values and Morals,0,Large,4,Why Mosquitos Buzz in People's Ears,Verna Aardema
Values and Morals,0,Medium,4,Quick Thinking Friends,Tormont Publications
Values and Morals,0,Medium,40,My Bedtime Anytime Storybook,V. Gilbert Beers
Values and Morals,0,Medium,41,The Blown Away Rabbit,Enid Blyton
Values and Morals,0,Medium,42,The Bonfire Folk,Enid Blyton
Values and Morals,0,Medium,43,Don't Forgive Too Soon,"Dennis, Sheila and Matthew Linn"
Values and Morals,0,Medium,44,How to Behave and Why,Munro Leaf
Values and Morals,0,Medium,45,Half and Half,Grace D. Chong
Values and Morals,0,Medium,47,"Lolit, Lamonk ng Dengue",Luis Gatmaitan
Values and Morals,0,Medium,48,Ako'y Isang Mabuting Pilipino,Noel Cabangon
Values and Morals,0,Medium,49,Tutubi Patrol,Mary Juliet Ballutay-Jocano
Values and Morals,0,Large,5,Six Crows,Leo Lionni
Values and Morals,0,Medium,5,Let's Pull Together,Tormont Publications
Values and Morals,0,Small,5,"Blue Hat, Green Hat",Sandra Boynton
Values and Morals,0,Medium,50,Fluffy and Ally,Apple Publishing International
Values and Morals,0,Medium,51,What Use is a Moose?,Martin Waddell and Arthur Robins
Values and Morals,0,Medium,52,Baha!,Eugene Evasco
Values and Morals,0,Medium,53,Reqi the Red Deer,Jackk Lasenby
Values and Morals,0,Medium,54,Guess How Much I love You,Sam McBratney
Values and Morals,0,Medium,55,A Spell for a Puppy & Jinky's Joke,Mercury Books London
Values and Morals,0,Medium,57,You Are Special,Max Lucado
Values and Morals,0,Medium,58,The Cat who Found his Way Home,Michele Coxon
Values and Morals,0,Large,6,A Chocolate Moose for Dinner,Fred Gwynne
Values and Morals,0,Small,6,Junie B. Jones and Her Big Fat Mouth,Barbara Park
Values and Morals,0,Medium,60,Caps for Sale,Esphyr Slobodkina
Values and Morals,0,Medium,61,I Have Heard of a Land,Joyce Carol Thomas
Values and Morals,0,Medium,62,Precious Moments,V. Gilbert Beers
Values and Morals,0,Medium,63,The Smart Donkey,Early Learner Publications
Values and Morals,0,Medium,64,The Three Billy Goats Gruff,Bob Williams
Values and Morals,0,Medium,65,The Cheating Squirrel and the Trusting Friends,Sarah Riche and Ulingo
Values and Morals,0,Medium,66,The Selfish Monkey and the Three Friends,Sarah Riche and Ulingo
Values and Morals,0,Medium,67,The Ant has Slim Waist,ABC Educational Development Center
Values and Morals,0,Medium,69,Ang Mahiyaing Manok,Rebecca T. Anonuevo
Values and Morals,0,Large,7,A Flea Story,Leo Lionni
Values and Morals,0,Medium,7,Huggly Takes a Bath,Tedd Arnold
Values and Morals,0,Small,7,The Big Turnip ,Little Sun
Values and Morals,0,Medium,70,Si Daldakina,Christina Balagtas
Values and Morals,0,Medium,71,I Won't Go To Bed,Andrea Baruffi
Values and Morals,0,Medium,72,Si Pilandok at and Manok na Nangingitlog ng Ginto,Victoria Anonuevo
Values and Morals,0,Large,8,Winnie in Winter,Korky Paul and Valerie Thomas
Values and Morals,0,Medium,8,Checking 'Em Out and Sizing 'Em Up,Joy Wilt
Values and Morals,0,Small,8,"Si Jack, Ang Asong Kalaban ng mga Bulaklak",Yolanda Gievarra-Dolor
Values and Morals,0,Large,9,The Tale of the Platypus,L. and G. Adams
Values and Morals,0,Medium,9,Lenny's Lost Spots,Celia Warren
Values and Morals,0,Small,9,NEW,Kathryn Persch
Values and Morals,0,Medium,22,Kayumanggi,Christine Marie Lim Magpile
Young Adult,0,Medium,1,Arthur's First Sleepover,Marc Brown
Young Adult,0,Small,1,Trouble at the Ballet School,Mal Lewis Jones
Young Adult,0,Small,10,Junie B. Jones and the Stupid Smelly Bus,Barbara Park
Young Adult,0,Small,10,Junie B. Jones and the Stupid Smelly Park,Barbara Park
Young Adult,0,Small,10,Junie B. Jones and the Stupid Smelly Park,Barbara Park
Young Adult,0,Small,11,Junie B. Jones is (almost) a Flower Girl,Barbara Park
Young Adult,0,Small,12,Junie B. Jones is a Beauty Shop Guy,Barbara Park
Young Adult,0,Small,13,Small Steps,Louis Sachar
Young Adult,0,Small,13,Small Steps,Louis Sacher
Young Adult,0,Small,14,Million Dollar Mates: Golden Girl,Cathy Hopkins
Young Adult,0,Small,14,Million Dollar Mates,Cathy Hopkins
Young Adult,0,Small,15,Million Dollar Mates: Catwalk Queen,Cathy Hopkins
Young Adult,0,Small,16,Sister Magic: The Trouble with Violet,Anne Mazer
Young Adult,0,Small,17,Mister Pip,Lloyd Jones
Young Adult,0,Small,17,Mister Pip,Lloyd Jones
Young Adult,0,Small,18,Ramona & Her Mother,Beverly Cleary
Young Adult,0,Small,18,Ramona and Her Mother,Beverly Clearly
Young Adult,0,Small,19,Little Genie: A Puff of Pink,Miranda Jones
Young Adult,0,Medium,2,Arthur Goes to Camp,Marc Brow
Young Adult,0,Small,2,Magic Tree House #18: Buffalo Before Breakfast,Mary Pope Osborne
Young Adult,0,Small,2,Buffalo Before Breakfast ,Mary Pope Osborne
Young Adult,0,Small,20,Judy Moody Gets Famous!,Megan McDonald
Young Adult,0,Small,21,Junie B. First Grader Toothless Wonder,Barbara Park
Young Adult,0,Small,22,Just Disgusting!,Andy Griffin
Young Adult,0,Small,23,The Great Gilly Hopkins,Katherine Paterson
Young Adult,0,Small,24,The Illustrated Mum,Jacqueline Wilson
Young Adult,0,Small,25,The Adventures of Tintin,Alex Iruine
Young Adult,0,Small,26,Enrique El Negro,Carla M. Pacis
Young Adult,0,Small,27,Monster High,Lisi Harrison
Young Adult,0,Small,28,The Joy Luck Club,Amy Tan
Young Adult,0,Small,29,The Yiddish Policemen's Union,Michael Chabon
Young Adult,0,Medium,3,Hairy Maclary's Bone,Lynley Dodd
Young Adult,0,Small,3,Stories for 8 year Olds,"Moira Butterfield, Jan Payne, Tony Payne"
Young Adult,0,Small,30,Insurgent,Vernica Roth
Young Adult,0,Small,31,Desperation,Stephen King
Young Adult,0,Small,32,Anne Frank: The Diary of a Young Girl,Eleanor Roosevelt
Young Adult,0,Small,33,Gone Girl,Gillian Flynn
Young Adult,0,Small,34,Burning Bright,John Steinbeck
Young Adult,0,Small,35,Ilustrado,Miguel Syjuco
Young Adult,0,Small,36,The Tiger in the Grass,Harriet Doerr
Young Adult,0,Small,37,Things Fall Apart,Chinua Achebe
Young Adult,0,Small,38,Divergent,Veronica Roth
Young Adult,0,Small,4,The Warrior's Path: Sisters of the Sword,Maya Snow
Young Adult,0,Medium,5,Complete Adventures of Tintin,Little Brown & Company
Young Adult,0,Medium,5,Tintin 3 Complete Adventures in 1 Volume,Herge
Young Adult,0,Small,5,Junie B. Jones Smells Something Fishy,Barbara Park
Young Adult,0,Medium,6,The Bonesetter's Daughter,Amy Tan
Young Adult,0,Small,6,The Baby-Sitters Club: Mary Anne & Camp BSC,Ann M. Martin
Young Adult,0,Small,6,Mary Anne and Camp BSC,Ann M. Martin
Young Adult,0,Small,7,The Baby-Sitters Club: Friends Forever,A. L. Singer
Young Adult,0,Small,7,The Baby-Sitters Club,A.L. Singer
Young Adult,0,Small,8,Babysitter Little Sister # 3 Karen's Worst Day,Ann Martin
Young Adult,0,Small,9,Junie B. Jones and Some Sneakry Peeky Spying,Barbara Park
Zoo,0,Large,1,Ocean,DK Publishing Inc
Zoo,0,Medium,1,Animal Sounds,Aurelius Battaglia
Zoo,0,Large,10,Wild Animals,Time-Life Books
Zoo,0,Medium,10,Buttercup's Breakfast,Ron Maris
Zoo,0,Small,10,Rainforest Life,Weldon Owen Pty
Zoo,0,Medium,11,Hop-Skip-Jump-a-roo Zoo,Jane Belk Moncure
Zoo,0,Medium,12,One Tricky Monkey Up on Top,Jane Belk Moncure
Zoo,0,Medium,13,Mr. Doodle had a Poodle,Jane Belk Moncure
Zoo,0,Medium,14,Who?s That,"Isobel Gamble, Tim Warnes"
Zoo,0,Medium,15,The very Hungry Caterpillar,Eric Carle
Zoo,0,Medium,16,The Crunching Munching Caterpillar,Sheridan Cain and Jack Tickle
Zoo,0,Medium,18,Animal Homes,Sue Cony
Zoo,0,Large,2,From Puppy to Dog,Jillian Powell
Zoo,0,Medium,2,See How They Grow: Kitten,DK Publishing Inc
Zoo,0,Large,3,Amazing 3D Bugs,Faulkner and Weston
Zoo,0,Small,3,Penguins and Antartica,Mary Pope Osborne
Zoo,0,Large,4,Time for Bed,Mem Fox
Zoo,0,Medium,4,Garden Visitors,Vera Ogden Bakker
Zoo,0,Small,4,Swordfish Returns,Susan Korman
Zoo,0,Medium,5,Dive! A Book of Sea Creatures,Melvin Berger
Zoo,0,Small,5,Pelican's Catch,Janet Halfmann
Zoo,0,Large,6,Why do Snake Slither?,Miles Kelly
Zoo,0,Medium,6,"Monkey See, Monkey Do",Marc Gave
Zoo,0,Small,6,Flipper the Movie Storybook,Russell Martin
Zoo,0,Large,7,Sticker Atlas Dinosaurs,Sofia Stefanovic
Zoo,0,Medium,7,Dinosaurs,Easy to Learn Books
Zoo,0,Small,7,The Wonders of Nature,Elisabeth Sackett
Zoo,0,Large,8,The World of Animal Life,"Gerald Legg, Steve Weston"
Zoo,0,Medium,8,But Not Like Mine,Margery Facklam
Zoo,0,Small,8,Langur Money's Day,Jane Hammerslough
Zoo,0,Large,9,Dinosaurs,Time-Life Books
Zoo,0,Medium,9,Camouflage,Terry Jennings
Zoo,0,Small,9,Si Daginding,Aklat Adarna
Zoo,0,Medium,17,Underwater: A First Look at Animals,Diana James and Sara Lynn
Zoo,0,Medium,19,Giant Storytime Books: Three Little Pigs,Castle Street Press
Zoo,0,Medium,20,Rumpelstiltskin,The Brothers Grimm
Arts and Crafts,1,Large,1,Spongebob Squarepants Doodle Book ,Alligator Publishing
Arts and Crafts,1,Large,2,Retelling of the Richest Man in Babylon,Rose Fres Fausto
Arts and Crafts,1,Large,3,Ang Muling Pagsalaysay ng Ang Pinakamayamang Tao sa Babilonya,Rose Fres Fausto
Arts and Crafts,1,Large,4,Vacations with Disney,Straight Lines International
Arts and Crafts,1,Small,1,Bible Heroes Colouring Book,Christian Focus Publications
Arts and Crafts,1,Medium,1,Twinkle Twinkle Little Star,Pelangi Books
Arts and Crafts,1,Large,5,Toady Times Tables,Letts and Lonsdale
Arts and Crafts,1,Large,6,The Little Mermaid,Lampara Publishing
Arts and Crafts,1,Large,7,Lessons and Activities from the Old Testament,Hiyas Publishing
Arts and Crafts,1,Large,8,Baby Animals Sticker Activity Book,Make Believe Ideas
Arts and Crafts,1,Large,9,Activity Writing 3,Mastermind 
Arts and Crafts,1,Large,10,Bible Coloring Book,Bendon Publishing
Cartoons,1,Medium,1,Tommy's New Playmate,Luke David
Cartoons,1,Small,1,Peanuts: Merry Christmas Charlie Brown,Phoenix International
Cartoons,1,Medium,2,Spring Has Sprung,Kiki Thorpe
Disney,1,Large,1,Disney Easy to Read Stories,Mouse Works
Disney,1,Small,1,Finding Nemo,Random House
Enigma,1,Medium,1,Who Was Pablo Picasso,True Kelley
Enigma,1,Large,1,Where do Balloons Go?,Jamie Lee Curtis
Enigma,1,Small,1,Lost Treasure of the Emerald Eye,Geronimo Stilton
Enigma,1,Small,2,The Quest for Paradise :The Return to the Kingdom of Fantasy,Geronimo Stilton
Enigma,1,Medium,2,Catching the Giant Wave,Thea Stilton
Enigma,1,Small,3,Field Trip To Niagara Falls,Geronimo Stilton
Enigma,1,Small,4,The Dragon Prophecy: The Fourth Adventure in the Kingdom of Fantasy,Geronimo Stilton
Enigma,1,Small,5,The Volcano of Fire: The Fifth Adventure in the Kingdom of Fantasy,Geronimo Stilton
Enigma,1,Large,2,The Boy Who Touched Heaven,Iris Gem Li
Fairy Tales & Fantasy,1,Small,1,Applejack's Day on the Farm,Bendon
Fairy Tales & Fantasy,1,Medium,1,The Princess and the Frog,Disney Press
Fairy Tales & Fantasy,1,Medium,2,Tinker Bell,Random House Publishing
Fairy Tales & Fantasy,1,Medium,3,Minty Monkey Around,Bendon
Fairy Tales & Fantasy,1,Medium,4,Barney's Mother Goose Hunt,Monica Mody
Fairy Tales & Fantasy,1,Small,2,Secret Kingdom: Puppy Fun,Rosie Banks
Fairy Tales & Fantasy,1,Large,1,Kwento ni Lolo Uban: Ang Batang Marunong Gumala,Rene Villanueva
Fairy Tales & Fantasy,1,Small,3,Candy Faries: The Sugar Cup,Helen Perelman
Games & Learning,1,Small,1,Opposites,Chuck Murphy
Games & Learning,1,Medium,1,At Play,Nancy Parent
Games & Learning,1,Small,2,Caillou Tell me Which,Fabien Savary
Games & Learning,1,Medium,2,Copy Cat Animals,DK Publishing
Games & Learning,1,Large,1,Learning About Shapes,Glenn Johnstone
Games & Learning,1,Medium,3,Foul Play,Tom Palmer
Games & Learning,1,Medium,4,Spooky Brain Teasers,Brown Watson England
